Smiles,lable
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,1
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,1
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,1
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,1
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,1
Nc1c2c(nc3cc(Cl)ccc13)CCCC2,1
Nc1c2c(nc3ccccc13)C1CCC2C1,1
Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,1
Nc1c2c(nc3c(Cl)cccc13)CCCC2,1
Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,1
CNCOc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
COc1ccccc1C(C)NS(N)(=O)=O,1
COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1,1
COc1ccc(C(C)NS(N)(=O)=O)cc1OC,1
COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1OC,1
COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1,1
COc1ccccc1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,1
COc1ccc(C(C)NS(N)(=O)=O)cc1,1
COc1cccc(OC)c1C(C)NS(N)(=O)=O,1
COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,1
COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1,1
C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)[C@H](O)[C@H]4[C@@H](C)CCC31O)c1ccc(=O)[nH]c1C2,1
NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,1
COc1ccc([C@H](O)[C@H](N)C(=O)O)cc1OC,1
COc1ccc([C@H]2O[C@@H](O)[C@@H]3[C@@H](c4cc(OC)c5c(c4)OCO5)OC(=O)[C@H]23)cc1OC,1
COc1ccc([C@H]2O[C@@H](O)[C@@H]3[C@@H](c4ccc(OC)c(OC)c4)OC(=O)[C@H]23)cc1OC,1
CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1,1
CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,1
CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,1
CN1CCC(/C=C/C=C2\Cc3ccccc3C2=O)CC1,1
CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,1
CC1CCN(Cc2ccccc2)CC1,1
CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1,1
CN1CCC(C[C@H]2Cc3ccccc3C2=O)CC1,1
CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,1
Cc1ccccc1CN1CCC(C)CC1,1
CN1CCN(CC2Cc3ccccc3C2=O)CC1,1
CN(C)c1ccc(C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,1
CN(C)c1ccc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,1
CN(C)c1ccc(C(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,1
CN(C)c1ccc(C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,1
CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,1
CCC1=CC2Cc3nc4cc(Cl)cc(Cl)c4c(N)c3C(C1)C2,1
CCC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,1
CC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,1
CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2,1
CCC1=CC2Cc3nc4cc(C)cc(C)c4c(N)c3C(C1)C2,1
CCC1=CC2Cc3nc4cccc(Cl)c4c(N)c3C(C1)C2,1
CCC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2,1
CC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2,1
Cc1cccc(F)c1,1
COc1cc2c(cc1O)C(=O)C(C)C2,1
Cc1ccc(O)cc1,1
Cc1cccc(C)c1,1
Cc1cccc([N+](=O)[O-])c1,1
Cc1ccccc1,1
COc1cc2c(cc1OC)C(=O)C(C)C2,1
CCOc1cc2c(cc1OCC)C(=O)C(C)C2,1
Cc1cccc2c1CC(C)C2=O,1
COc1cc2c(cc1OC(C)C)CC(C)C2=O,1
Cc1ccccc1F,1
Cc1ccc(F)cc1,1
Cc1ccccc1C,1
COc1cccc2c1CC(C)C2=O,1
COc1cc2c(c(OC)c1OC)C(=O)C(C)C2,1
COc1ccc2c(c1OC)CC(C)C2=O,1
CC1Cc2cc3c(cc2C1=O)OCO3,1
COc1cc2c(c(OC)c1)C(=O)C(C)C2,1
COc1ccc(OC)c2c1CC(C)C2=O,1
Cc1ccc(N)cc1,1
Cc1ccc(C)cc1,1
Cc1cccc(O)c1,1
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,1
Cc1ccc2c(c1)C(=O)C(C)C2,1
COc1ccc2c(c1)C(=O)C(C)C2,1
COc1ccc2c(c1OC)C(=O)C(C)C2,1
Cc1ccc([N+](=O)[O-])cc1,1
O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,1
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,1
Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1
COc1cc2oc(=O)c(OCCCCOc3cc(O)cc(N(C)C)c3)c(C)c2cc1OC,1
Clc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
O=C1CNc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2C1,1
O=C(CCCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,1
CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
Fc1ccc2c(NCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
Clc1ccc2c(NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
N#Cc1ccc2[nH]cc(CCC(=O)NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1,1
CNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,1
O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
Fc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
CNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
Fc1ccc2c(NCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,1
O=C(Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O)c1ccccc1,1
c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1
c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1
Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21.[Cl-],1
O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1
c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,1
c1cnc2nc3c(c(NCCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,1
O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,1
O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,1
c1ccc2c(NCCCCCCNc3c4c(nc5ncccc35)CCCCC4)c3c(nc2c1)CCCCC3,1
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1,1
CC(=O)Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,1
CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,1
O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,1
CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
O=c1[nH]c2ccccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,1
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,1
O=c1[nH]c2cc(Cl)ccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,1
O=C(c1ccc([N+](=O)[O-])cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1,1
COc1cc2c(cc1OC)C(=O)C(CC1CCN(c3ccccc3)CC1)C2,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,1
CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O)Cc1ccccc1,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,1
COc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,1
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc(Cl)c(Cl)c2)C3=O)c1,1
COc1ccc2c(c1OC)C(=O)CC2CCC1CCN(Cc2ccccc2)CC1,1
CCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,1
c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,1
CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,1
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,1
O=C1c2cccc([N+](=O)[O-])c2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,1
